Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
RemainderInteger/ExMemory 0/ExMemory 432,1.5932061761777594e-6,1.5771371988964441e-6,1.639180111129447e-6,7.649948681769634e-8,4.247552865693375e-8,1.5245340530005352e-7
RemainderInteger/ExMemory 0/ExMemory 865,1.5829015919349197e-6,1.5715833928438725e-6,1.6008874820029884e-6,4.887143719591923e-8,2.872428089693795e-8,7.251426446633506e-8
RemainderInteger/ExMemory 0/ExMemory 1731,1.6384398967522908e-6,1.587095004211054e-6,1.8124902382344684e-6,3.09802008815334e-7,5.083452931238528e-8,6.515444991321509e-7
RemainderInteger/ExMemory 0/ExMemory 0,1.6142389004436687e-6,1.5924613202988454e-6,1.6547365718565578e-6,9.924621849023206e-8,7.230517566555299e-8,1.3817721088348848e-7
RemainderInteger/ExMemory 0/ExMemory 0,1.648569623527568e-6,1.59206869543168e-6,1.8593746558380184e-6,3.371195549153006e-7,4.176761887247869e-8,7.116440949426704e-7
RemainderInteger/ExMemory 0/ExMemory 0,1.5875285944823522e-6,1.5760213962823097e-6,1.6048665284973388e-6,4.822083539426686e-8,3.096642017843185e-8,6.571420341893768e-8
RemainderInteger/ExMemory 0/ExMemory 0,1.6436583583849697e-6,1.594593019731415e-6,1.7843071385787963e-6,2.770435533447827e-7,6.854336132687115e-8,5.182592355298018e-7
RemainderInteger/ExMemory 0/ExMemory 0,1.594248597924777e-6,1.5822526817878665e-6,1.632966963432258e-6,6.194690290756418e-8,2.6069529507218595e-8,1.3002067949619605e-7
RemainderInteger/ExMemory 0/ExMemory 1,1.5736383297931804e-6,1.5649815291466873e-6,1.5878864585488766e-6,4.171842739313098e-8,2.564568965983118e-8,6.535294411913543e-8
RemainderInteger/ExMemory 0/ExMemory 3,1.6327404441676424e-6,1.5793828444223216e-6,1.7917452175734137e-6,3.2227578939340103e-7,3.4333757327270224e-8,6.183640308426508e-7
RemainderInteger/ExMemory 0/ExMemory 6,1.6029297485708473e-6,1.5839480311683735e-6,1.6366912798965375e-6,8.00316252001537e-8,5.3851673632213464e-8,1.067108966122554e-7
RemainderInteger/ExMemory 0/ExMemory 13,1.6499251942422514e-6,1.577808554531873e-6,1.91654115138365e-6,4.3984456014375486e-7,4.625487629960708e-8,9.320883124305135e-7
RemainderInteger/ExMemory 0/ExMemory 27,1.5947920028131749e-6,1.5750967277833056e-6,1.631676006147583e-6,8.478854816535156e-8,4.883553953063927e-8,1.3285912427617307e-7
RemainderInteger/ExMemory 0/ExMemory 54,1.6021735786740828e-6,1.5815578080071908e-6,1.6307663503518071e-6,8.134662636152687e-8,5.897409221920165e-8,1.0738987893288785e-7
RemainderInteger/ExMemory 0/ExMemory 108,1.5873887371667075e-6,1.5752889360690578e-6,1.6208710632688391e-6,6.607599788364566e-8,3.330885105003287e-8,1.126158324056268e-7
RemainderInteger/ExMemory 0/ExMemory 216,1.6481258309403076e-6,1.5907180080811082e-6,1.8676353623633247e-6,3.185158729274307e-7,8.728909888192323e-8,7.020573704614122e-7
RemainderInteger/ExMemory 0/ExMemory 432,1.5747664892190267e-6,1.5646819496479979e-6,1.592762462578407e-6,4.409269635431498e-8,2.3605263399797354e-8,7.643976114369527e-8
RemainderInteger/ExMemory 0/ExMemory 865,1.5883456145471174e-6,1.5737856896328043e-6,1.6131593155341601e-6,6.335789924509668e-8,3.595420007686978e-8,9.771730881689739e-8
RemainderInteger/ExMemory 0/ExMemory 1731,1.6198361827350873e-6,1.5682662251823502e-6,1.8197957557870595e-6,3.2310800076882013e-7,2.774162948027053e-8,6.829535719812562e-7
RemainderInteger/ExMemory 0/ExMemory 0,1.6460643646092385e-6,1.590840146791482e-6,1.856884485369426e-6,3.311454804004493e-7,5.494866250985895e-8,6.916174670915157e-7
RemainderInteger/ExMemory 0/ExMemory 0,1.6072298422310016e-6,1.5911860667128733e-6,1.6404287011848944e-6,7.481788960619497e-8,4.6571611975537944e-8,1.1764559686823875e-7
RemainderInteger/ExMemory 0/ExMemory 0,1.6021870659302773e-6,1.587265627009463e-6,1.6317861675289571e-6,6.773670302285623e-8,3.96577960546336e-8,1.1265107420176315e-7
RemainderInteger/ExMemory 0/ExMemory 0,1.5857137805097134e-6,1.5757114991291006e-6,1.6055710802911384e-6,4.6804741143394255e-8,2.3416874557888768e-8,7.682952234860792e-8
RemainderInteger/ExMemory 0/ExMemory 0,1.643455279295443e-6,1.5830908000114017e-6,1.8703388867712277e-6,3.687316517980332e-7,3.3090638471833164e-8,7.795728194294097e-7
RemainderInteger/ExMemory 0/ExMemory 1,1.626638721264578e-6,1.57244697074741e-6,1.8255400095695072e-6,3.2694164673007456e-7,2.3206053399952318e-8,6.919008841105161e-7
RemainderInteger/ExMemory 0/ExMemory 3,1.5888939976271223e-6,1.5765766189312165e-6,1.6081495451961918e-6,5.0078068704912216e-8,3.2985745621873984e-8,6.906444253560269e-8
RemainderInteger/ExMemory 0/ExMemory 6,1.6220847839466005e-6,1.5775674194198175e-6,1.8049961530829914e-6,2.468775101351662e-7,4.7295568223109825e-8,5.526122359416611e-7
RemainderInteger/ExMemory 0/ExMemory 13,1.638316733801896e-6,1.5768666108479574e-6,1.9212655689624325e-6,3.8601153024002467e-7,4.98984605554136e-8,8.81926645008434e-7
RemainderInteger/ExMemory 0/ExMemory 27,1.5945892510934729e-6,1.5781012576081832e-6,1.6315171926713434e-6,8.028395762023656e-8,3.7214164196472545e-8,1.408460465403475e-7
RemainderInteger/ExMemory 0/ExMemory 54,1.5997501463527504e-6,1.5809665887673078e-6,1.6310010641319035e-6,8.214744394854054e-8,6.08024349325318e-8,1.1592590161758206e-7
RemainderInteger/ExMemory 0/ExMemory 108,1.6439173688938374e-6,1.575514858613854e-6,1.887203955220113e-6,4.0446927717900463e-7,3.081285613238578e-8,8.506017876508607e-7
RemainderInteger/ExMemory 0/ExMemory 216,1.6529980163981194e-6,1.5930534631918152e-6,1.9114552480395163e-6,3.3911197628199277e-7,8.153126161096443e-8,7.506610913410477e-7
RemainderInteger/ExMemory 0/ExMemory 432,1.622973425970512e-6,1.5690700137204194e-6,1.8340137977774997e-6,3.314655354444699e-7,4.414080927385321e-8,6.964439592878571e-7
RemainderInteger/ExMemory 0/ExMemory 865,1.668080685094461e-6,1.6068581114808202e-6,1.8529968085950404e-6,3.7144778414032833e-7,8.655536590427191e-8,7.027570284561699e-7
RemainderInteger/ExMemory 0/ExMemory 1731,1.5778477909397027e-6,1.567437340113347e-6,1.594836457665504e-6,4.344878863479373e-8,2.8316844226998727e-8,6.012702132881678e-8
RemainderInteger/ExMemory 0/ExMemory 0,1.6601342623222607e-6,1.5958078085796579e-6,1.902131778748033e-6,3.8817384393350144e-7,5.701516117555254e-8,8.19847493257536e-7
RemainderInteger/ExMemory 0/ExMemory 0,1.5955057261011987e-6,1.5860522118237193e-6,1.613505301613384e-6,4.1121653217128334e-8,2.1664584158350095e-8,7.009747428277804e-8
RemainderInteger/ExMemory 0/ExMemory 0,1.632742023448908e-6,1.6136394219227035e-6,1.6678591760820005e-6,8.533183126300441e-8,6.781892755256441e-8,1.0516106023877756e-7
RemainderInteger/ExMemory 0/ExMemory 0,1.7188150533006175e-6,1.6583475666867085e-6,1.958864705804121e-6,3.688904311470472e-7,1.2693707290605517e-7,7.445822787601794e-7
RemainderInteger/ExMemory 0/ExMemory 0,1.600934967156373e-6,1.5875807501813444e-6,1.6238540439083063e-6,5.8038645409495237e-8,3.888572952655843e-8,8.30504531723808e-8
RemainderInteger/ExMemory 0/ExMemory 1,1.6230461405433418e-6,1.5784684730901227e-6,1.7795229680769044e-6,2.7413627570881404e-7,5.134118758278024e-8,5.735939908847353e-7
RemainderInteger/ExMemory 0/ExMemory 3,1.5762492641094788e-6,1.5670944386686486e-6,1.6043000926774393e-6,4.39989444148483e-8,2.146122699362141e-8,8.900869339834558e-8
RemainderInteger/ExMemory 0/ExMemory 6,1.590871416996328e-6,1.5754373924913764e-6,1.6096336732570276e-6,5.827088777641673e-8,3.6830175549598756e-8,8.50345572573125e-8
RemainderInteger/ExMemory 0/ExMemory 13,1.6304354288544649e-6,1.5769017066512315e-6,1.7813398961462056e-6,3.347992295692736e-7,3.6654128129141124e-8,6.439129678571534e-7
RemainderInteger/ExMemory 0/ExMemory 27,1.5781304949538447e-6,1.5679119742766696e-6,1.595617843571942e-6,4.1972084809593886e-8,2.612019662692691e-8,6.734417144012533e-8
RemainderInteger/ExMemory 0/ExMemory 54,1.618162809685334e-6,1.5926951521928775e-6,1.647288365957539e-6,9.340080083392382e-8,7.280925445440529e-8,1.1178901940560548e-7
RemainderInteger/ExMemory 0/ExMemory 108,1.5772427918419614e-6,1.5684809203517039e-6,1.5950699880884444e-6,4.1205437472716046e-8,2.7569635377357483e-8,7.165904918719895e-8
RemainderInteger/ExMemory 0/ExMemory 216,1.5852118373127584e-6,1.5742032135927473e-6,1.6043288089185246e-6,4.764741423545239e-8,2.507072396035847e-8,8.39604947041044e-8
RemainderInteger/ExMemory 0/ExMemory 432,1.6227127206336068e-6,1.5808679239457265e-6,1.8101481776583299e-6,2.596190576552981e-7,7.562275933778804e-8,5.744310550257063e-7
RemainderInteger/ExMemory 0/ExMemory 865,1.5900975264744769e-6,1.5748681782448403e-6,1.613422744767548e-6,6.133548290691339e-8,3.834911866883649e-8,8.462318400433966e-8
RemainderInteger/ExMemory 0/ExMemory 1731,1.5856011973801576e-6,1.5721498190258382e-6,1.6204731304531723e-6,6.497175755466256e-8,3.381755960827342e-8,1.2021359364398427e-7
RemainderInteger/ExMemory 1/ExMemory 0,1.635659281346508e-6,1.6154540304842842e-6,1.6659429937342476e-6,8.424365185166291e-8,6.421292080913824e-8,1.1647836636241446e-7
RemainderInteger/ExMemory 1/ExMemory 0,1.7110592301174826e-6,1.6309593180862144e-6,1.9089075979140116e-6,4.3197073066781975e-7,8.538111566212413e-8,8.191578043702652e-7
RemainderInteger/ExMemory 1/ExMemory 0,1.6057001593143453e-6,1.5928269976135816e-6,1.6238623468432086e-6,5.084393029150819e-8,3.004866258810289e-8,7.868884411121656e-8
RemainderInteger/ExMemory 1/ExMemory 0,1.63096738681328e-6,1.6132608304746003e-6,1.663480436930483e-6,7.768362591288007e-8,5.432412689966241e-8,1.1391007817768639e-7
RemainderInteger/ExMemory 1/ExMemory 0,1.6117002541027282e-6,1.599989046265493e-6,1.6311339340839266e-6,5.220669795528742e-8,3.441598925500233e-8,7.722696575140576e-8
RemainderInteger/ExMemory 1/ExMemory 1,1.6658426298541143e-6,1.6574656418380006e-6,1.6799069038212708e-6,3.9698936881899923e-8,2.9261001305643673e-8,5.669210234465434e-8
RemainderInteger/ExMemory 1/ExMemory 3,1.5996302756735063e-6,1.5851391255301505e-6,1.6406079549647814e-6,7.006292561337032e-8,4.0680100523814727e-8,1.2635409077486733e-7
RemainderInteger/ExMemory 1/ExMemory 6,1.6150364241217205e-6,1.5923498163966573e-6,1.649398004008299e-6,9.288315288620374e-8,6.041976948402559e-8,1.3079989334799797e-7
RemainderInteger/ExMemory 1/ExMemory 13,1.5913097163701369e-6,1.5780358178429386e-6,1.611426381414407e-6,5.3462770146607434e-8,3.03577582176419e-8,7.180268628861471e-8
RemainderInteger/ExMemory 1/ExMemory 27,1.608548246010403e-6,1.5896288871234043e-6,1.636089596522902e-6,7.249566757747125e-8,4.9828130076314436e-8,9.588198251768328e-8
RemainderInteger/ExMemory 1/ExMemory 54,1.592080481186746e-6,1.5787451374743964e-6,1.6109167777349378e-6,4.8924505026861156e-8,3.240931492822151e-8,6.687157552891293e-8
RemainderInteger/ExMemory 1/ExMemory 108,1.602623673126796e-6,1.5883395417457988e-6,1.6347455916779727e-6,6.705616867502717e-8,3.7806149424779386e-8,1.1922977007085087e-7
RemainderInteger/ExMemory 1/ExMemory 216,1.6599270013576855e-6,1.6033464562522548e-6,1.8658173793556728e-6,3.3486071789511814e-7,4.111787216385418e-8,7.098535739546918e-7
RemainderInteger/ExMemory 1/ExMemory 432,1.6000815777022252e-6,1.587645702348211e-6,1.6435139180982314e-6,6.429449600314217e-8,2.7546022388368657e-8,1.334474220674251e-7
RemainderInteger/ExMemory 1/ExMemory 865,1.596545360157565e-6,1.5878259575254157e-6,1.6231597451829421e-6,4.500269745927261e-8,3.152337771279075e-8,6.994396457998623e-8
RemainderInteger/ExMemory 1/ExMemory 1731,1.6168795548480385e-6,1.5964246722394613e-6,1.653031872615935e-6,8.9356292432442e-8,6.538901028582132e-8,1.1992767462725794e-7
RemainderInteger/ExMemory 3/ExMemory 0,1.6660249900441573e-6,1.6066869944336655e-6,1.8513928118315926e-6,3.607946396730576e-7,4.4713579267745415e-8,6.917630498352945e-7
RemainderInteger/ExMemory 3/ExMemory 0,1.6463731721251785e-6,1.6237380398541157e-6,1.6844200681043878e-6,8.70253765268182e-8,6.041282998758099e-8,1.2203577814172662e-7
RemainderInteger/ExMemory 3/ExMemory 0,1.6178755984471593e-6,1.6050685144527419e-6,1.6423800083803363e-6,6.183733946658894e-8,4.1771917985530466e-8,1.0619205612425446e-7
RemainderInteger/ExMemory 3/ExMemory 0,1.674917524265614e-6,1.622721832179054e-6,1.812080727504919e-6,2.685882783085687e-7,7.990770711272113e-8,5.44269076497378e-7
RemainderInteger/ExMemory 3/ExMemory 0,1.6065615115966185e-6,1.5971539472890016e-6,1.6206829403777483e-6,3.6341562913590905e-8,2.435414806887743e-8,5.071945582513003e-8
RemainderInteger/ExMemory 3/ExMemory 1,1.69904859129649e-6,1.6751249375870603e-6,1.7368200577102984e-6,9.960105346315783e-8,6.376474588248064e-8,1.3720203775103925e-7
RemainderInteger/ExMemory 3/ExMemory 3,1.750233507769826e-6,1.7347313558384388e-6,1.7747774017540444e-6,6.51262497800547e-8,4.0624058844688425e-8,9.548962352171082e-8
RemainderInteger/ExMemory 3/ExMemory 6,1.661513080729612e-6,1.6063727479578296e-6,1.871315778744859e-6,3.3365234344014013e-7,5.921118354868832e-8,6.931375419238319e-7
RemainderInteger/ExMemory 3/ExMemory 13,1.6696337838095747e-6,1.6019185089282188e-6,1.9149947746919207e-6,3.849934387770146e-7,4.5556770468865216e-8,7.908033645881272e-7
RemainderInteger/ExMemory 3/ExMemory 27,1.6125567131644106e-6,1.5943738134900557e-6,1.6412214515947542e-6,8.499703379790945e-8,4.673523316302776e-8,1.526353473824251e-7
RemainderInteger/ExMemory 3/ExMemory 54,1.5984234151185157e-6,1.5875027936790957e-6,1.6161747647183888e-6,4.398717244708439e-8,2.581920823071519e-8,6.418314666088206e-8
RemainderInteger/ExMemory 3/ExMemory 108,1.6091043518316004e-6,1.5938430574184486e-6,1.6388218732397844e-6,6.743120949180879e-8,4.6441475116839316e-8,1.0914287113073422e-7
RemainderInteger/ExMemory 3/ExMemory 216,1.6133061674200783e-6,1.5966902708618913e-6,1.6404419021074762e-6,7.280753946761646e-8,4.9580071588031306e-8,1.203389440709591e-7
RemainderInteger/ExMemory 3/ExMemory 432,1.668270528459112e-6,1.6161597107826898e-6,1.8185325345063695e-6,3.0219850799882965e-7,6.711251074957476e-8,5.753979064240702e-7
RemainderInteger/ExMemory 3/ExMemory 865,1.65620830947636e-6,1.5986100822966667e-6,1.8614451235190666e-6,3.3377017736464224e-7,4.6823108662247935e-8,6.986499721354885e-7
RemainderInteger/ExMemory 3/ExMemory 1731,1.5987113588050743e-6,1.5861807171195257e-6,1.624847712194052e-6,5.5234968438453874e-8,3.2146076494086084e-8,9.137815461721486e-8
RemainderInteger/ExMemory 6/ExMemory 0,1.6558662947117936e-6,1.6252652140560197e-6,1.6918228951408376e-6,1.1579857565014953e-7,7.408060581112253e-8,1.5589001197401323e-7
RemainderInteger/ExMemory 6/ExMemory 0,1.6600821134253378e-6,1.6341746482725313e-6,1.7028584027577657e-6,1.0527690559889868e-7,7.669290013132262e-8,1.3651978967752141e-7
RemainderInteger/ExMemory 6/ExMemory 0,1.619764317652757e-6,1.6063201466271618e-6,1.6394642866464492e-6,5.115092491034304e-8,3.388393144133626e-8,7.796935728029626e-8
RemainderInteger/ExMemory 6/ExMemory 0,1.6232627386959446e-6,1.609083001021519e-6,1.6607198031558382e-6,7.005985885680134e-8,3.126271926779773e-8,1.3348157245869085e-7
RemainderInteger/ExMemory 6/ExMemory 0,1.6435894518371334e-6,1.6250636401006823e-6,1.6654618637741318e-6,6.921803088378965e-8,4.506594194854499e-8,9.173298143303597e-8
RemainderInteger/ExMemory 6/ExMemory 1,1.7664581441035016e-6,1.7308859410438968e-6,1.8120108003285789e-6,1.3048144606037253e-7,9.772437137010852e-8,1.6612681251078492e-7
RemainderInteger/ExMemory 6/ExMemory 3,1.8285096741514663e-6,1.7712609280832462e-6,2.0437082658964614e-6,3.43337229337675e-7,4.151404574355836e-8,7.248439140925653e-7
RemainderInteger/ExMemory 6/ExMemory 6,1.806665636671903e-6,1.7489961492817427e-6,2.0711640067480168e-6,3.5347369704400566e-7,3.966366297251238e-8,8.071799562881569e-7
RemainderInteger/ExMemory 6/ExMemory 13,1.6000705186290015e-6,1.5875971206198509e-6,1.626411220055006e-6,5.6663982628561324e-8,3.349370268791625e-8,1.0059531138447283e-7
RemainderInteger/ExMemory 6/ExMemory 27,1.627096064012715e-6,1.604551260302114e-6,1.6776188260119643e-6,1.0267674590700405e-7,6.221347484801081e-8,1.6587268466648135e-7
RemainderInteger/ExMemory 6/ExMemory 54,1.6618842665076965e-6,1.6022717784820558e-6,1.8310078803485953e-6,3.4148054540642327e-7,4.560537394125318e-8,6.432705987678184e-7
RemainderInteger/ExMemory 6/ExMemory 108,1.5964697182696378e-6,1.588476756198647e-6,1.6099541089185069e-6,3.541488914331504e-8,2.5566283680976538e-8,5.2395348812038825e-8
RemainderInteger/ExMemory 6/ExMemory 216,1.5990318650484693e-6,1.5865504540198077e-6,1.6379859930741037e-6,6.69227393754656e-8,3.4548244612262577e-8,1.2255719511975645e-7
RemainderInteger/ExMemory 6/ExMemory 432,1.626312968430357e-6,1.58709410053295e-6,1.7702295710915355e-6,2.3976835678655003e-7,2.3055693701920338e-8,5.083189410612613e-7
RemainderInteger/ExMemory 6/ExMemory 865,1.644984737058924e-6,1.5914084875196332e-6,1.8950730905507384e-6,3.3365849308961584e-7,3.819306581592958e-8,7.624835404715314e-7
RemainderInteger/ExMemory 6/ExMemory 1731,1.6407518958960176e-6,1.610545691579617e-6,1.6768534357761381e-6,1.1654334061300876e-7,8.22154616531405e-8,1.429290842303851e-7
RemainderInteger/ExMemory 13/ExMemory 0,1.6485372703126027e-6,1.6299149160968086e-6,1.6924465241495376e-6,9.031204148781552e-8,3.5650757656109807e-8,1.64908409712508e-7
RemainderInteger/ExMemory 13/ExMemory 0,1.6527170583888111e-6,1.6334300540666584e-6,1.7152320036575604e-6,9.711730021417426e-8,4.385799384820144e-8,1.8430307690242003e-7
RemainderInteger/ExMemory 13/ExMemory 0,1.6722260511290398e-6,1.6484952866808877e-6,1.7105211590130837e-6,1.018792599885141e-7,7.227429326218787e-8,1.3950925235128182e-7
RemainderInteger/ExMemory 13/ExMemory 0,1.647309970503363e-6,1.637580779632191e-6,1.6630476305185955e-6,4.34406794850828e-8,3.240101181318411e-8,5.750879188150052e-8
RemainderInteger/ExMemory 13/ExMemory 0,1.6401023213132138e-6,1.627616674030924e-6,1.660781176228144e-6,5.121111722583808e-8,3.599474455263133e-8,7.50247707379495e-8
RemainderInteger/ExMemory 13/ExMemory 1,1.7872056795898148e-6,1.7725201086286343e-6,1.813938031939069e-6,6.255951610759679e-8,4.082210100224707e-8,9.404537591709813e-8
RemainderInteger/ExMemory 13/ExMemory 3,1.9610613812665453e-6,1.88862003335881e-6,2.246835654968953e-6,4.6183347386960373e-7,7.056984780730769e-8,9.706254805054656e-7
RemainderInteger/ExMemory 13/ExMemory 6,1.8906345953638178e-6,1.8683578444938013e-6,1.9312989497676125e-6,8.784106007852647e-8,4.785620103601518e-8,1.4155261186543433e-7
RemainderInteger/ExMemory 13/ExMemory 13,1.7739725245501917e-6,1.7615651147585446e-6,1.7905941893573444e-6,4.935746711004279e-8,3.2700139603012664e-8,6.414778954945781e-8
RemainderInteger/ExMemory 13/ExMemory 27,1.6700308099926285e-6,1.6020444513232156e-6,1.9226517034277263e-6,4.143099855808938e-7,6.203208888096216e-8,8.758985323675527e-7
RemainderInteger/ExMemory 13/ExMemory 54,1.603896454207295e-6,1.5912351887672232e-6,1.6209790215407927e-6,4.877833024604237e-8,3.1753561543582994e-8,7.07086942726031e-8
RemainderInteger/ExMemory 13/ExMemory 108,1.634162198475692e-6,1.5882739128507518e-6,1.8441437274534823e-6,2.7701222121266777e-7,3.0093853783456005e-8,6.33182048916564e-7
RemainderInteger/ExMemory 13/ExMemory 216,1.638586112920052e-6,1.6078421841627345e-6,1.6755616827336358e-6,1.06503784402477e-7,8.119300846587048e-8,1.3551139896769694e-7
RemainderInteger/ExMemory 13/ExMemory 432,1.6142650603269505e-6,1.5949653967893183e-6,1.6384461345980289e-6,6.828537142716725e-8,5.0810958855855514e-8,8.202252654267093e-8
RemainderInteger/ExMemory 13/ExMemory 865,1.6638419644863011e-6,1.5938695273097949e-6,2.0152087302642195e-6,4.2615059572842126e-7,4.7626897266430485e-8,9.720351049162072e-7
RemainderInteger/ExMemory 13/ExMemory 1731,1.653248099530256e-6,1.591821116516609e-6,1.871463354181957e-6,3.5198965326149683e-7,5.127915514040442e-8,7.396091853265477e-7
RemainderInteger/ExMemory 27/ExMemory 0,1.7456996580976651e-6,1.667577722343197e-6,1.976501846573333e-6,4.873990953603851e-7,4.468143530222667e-8,9.28946918911633e-7
RemainderInteger/ExMemory 27/ExMemory 0,1.7415234314770131e-6,1.6882752182779203e-6,1.9020383378641047e-6,2.902343523448323e-7,8.481435155714414e-8,5.865714182306499e-7
RemainderInteger/ExMemory 27/ExMemory 0,1.735467580022094e-6,1.657352311595462e-6,2.0334760638469357e-6,4.809217134656282e-7,4.287992931200594e-8,1.0170178851050341e-6
RemainderInteger/ExMemory 27/ExMemory 0,1.676287652781806e-6,1.6600303416289868e-6,1.7070419583824922e-6,7.317475222537211e-8,5.0245749001599153e-8,1.1498061009379487e-7
RemainderInteger/ExMemory 27/ExMemory 0,1.7340161043898772e-6,1.6788006258427135e-6,1.9629051845373548e-6,3.3313444931901035e-7,8.232372110097301e-8,6.878044671737343e-7
RemainderInteger/ExMemory 27/ExMemory 1,1.9199421355372638e-6,1.9055711577910721e-6,1.9497648406246193e-6,7.003734254356562e-8,3.4919454210642114e-8,1.0742545342785797e-7
RemainderInteger/ExMemory 27/ExMemory 3,2.132107780307656e-6,2.0749775126462084e-6,2.383614885927331e-6,3.3934386823029626e-7,5.5063493355230355e-8,7.690379225397505e-7
RemainderInteger/ExMemory 27/ExMemory 6,2.2107577878980666e-6,2.1387537697429187e-6,2.4254039356599836e-6,4.404964168854887e-7,4.72208654042833e-8,8.461177124718974e-7
RemainderInteger/ExMemory 27/ExMemory 13,2.2297097744761482e-6,2.141690492926686e-6,2.5716543706616265e-6,5.378690575937328e-7,5.0705395572806117e-8,1.142084372653529e-6
RemainderInteger/ExMemory 27/ExMemory 27,1.9440747235596995e-6,1.8773482790035748e-6,2.225035015136891e-6,3.790945304526595e-7,1.0713606411681999e-7,8.437129235661643e-7
RemainderInteger/ExMemory 27/ExMemory 54,1.6502368239560829e-6,1.6018837634986e-6,1.8198037558342945e-6,2.8613468150250496e-7,5.1808559642722406e-8,5.896123668746246e-7
RemainderInteger/ExMemory 27/ExMemory 108,1.5998080633366698e-6,1.5905943137321423e-6,1.61259464930033e-6,3.816904066429872e-8,2.819200330292465e-8,5.114361778923227e-8
RemainderInteger/ExMemory 27/ExMemory 216,1.617614251100273e-6,1.5935641996990463e-6,1.6590155051676218e-6,1.0298017614669782e-7,6.686622759566856e-8,1.4399537569188994e-7
RemainderInteger/ExMemory 27/ExMemory 432,1.6071439559352583e-6,1.594291372756668e-6,1.6228654469122727e-6,4.9213035256942104e-8,3.722036698008568e-8,6.301300775834256e-8
RemainderInteger/ExMemory 27/ExMemory 865,1.6516033442639465e-6,1.5945464203771346e-6,1.8693272556439914e-6,3.5815747995104413e-7,3.79136370635521e-8,7.587618222027651e-7
RemainderInteger/ExMemory 27/ExMemory 1731,1.6454711534570948e-6,1.6168147594061644e-6,1.6827903628144088e-6,1.1107743092969495e-7,8.885012284510666e-8,1.3218095721820952e-7
RemainderInteger/ExMemory 54/ExMemory 0,1.7016911824093909e-6,1.6913800126541163e-6,1.7169348079526107e-6,4.39053513886531e-8,3.178459785383068e-8,5.92567269773585e-8
RemainderInteger/ExMemory 54/ExMemory 0,1.743783513611569e-6,1.7193502975412551e-6,1.7870569657934122e-6,1.1146018248253113e-7,8.684129714926557e-8,1.4202026110889044e-7
RemainderInteger/ExMemory 54/ExMemory 0,1.8056394946504963e-6,1.7451145139282488e-6,2.043982457929589e-6,3.5635892123076984e-7,1.1153513808765298e-7,7.17976851408386e-7
RemainderInteger/ExMemory 54/ExMemory 0,1.7367199111828468e-6,1.7050671326179173e-6,1.7865661661282633e-6,1.380616413845873e-7,7.012454161280461e-8,2.2685707181321574e-7
RemainderInteger/ExMemory 54/ExMemory 0,1.7747605226482164e-6,1.7399249735795913e-6,1.804479729521391e-6,1.1174574958210147e-7,9.696594712784218e-8,1.3482147461487862e-7
RemainderInteger/ExMemory 54/ExMemory 1,2.237281080641503e-6,2.1823921404365865e-6,2.459883430926725e-6,3.4186050463330763e-7,6.996607897858897e-8,7.073262693236384e-7
RemainderInteger/ExMemory 54/ExMemory 3,2.4838408421405884e-6,2.464942416506872e-6,2.5120469195117763e-6,7.630185917066075e-8,4.997469052452405e-8,1.0982755574337313e-7
RemainderInteger/ExMemory 54/ExMemory 6,2.615790738115991e-6,2.6040659390462713e-6,2.6355961955051523e-6,5.133446308646023e-8,3.554755395060104e-8,7.746616867969178e-8
RemainderInteger/ExMemory 54/ExMemory 13,2.8692452203198393e-6,2.8556195975047157e-6,2.8911811217251373e-6,5.824462458022541e-8,4.225571656041566e-8,8.904359685811144e-8
RemainderInteger/ExMemory 54/ExMemory 27,3.0678134796187436e-6,3.050163910800996e-6,3.097593880181971e-6,8.048913840161957e-8,4.899163864981342e-8,1.210412612384393e-7
RemainderInteger/ExMemory 54/ExMemory 54,1.949022474361051e-6,1.9377978943459525e-6,1.968544903538672e-6,4.7306130139726524e-8,2.7982039126661907e-8,7.86255191648643e-8
RemainderInteger/ExMemory 54/ExMemory 108,1.5977792719607294e-6,1.585576789471348e-6,1.626387479252636e-6,5.952085623582036e-8,3.426980932086297e-8,9.761339356491802e-8
RemainderInteger/ExMemory 54/ExMemory 216,1.6521714066416332e-6,1.5952525144026086e-6,1.8492387405883262e-6,3.3643282443895257e-7,5.346397289122849e-8,7.082058612549974e-7
RemainderInteger/ExMemory 54/ExMemory 432,1.6041305392132648e-6,1.5914412396484983e-6,1.6258868554888393e-6,5.44863697997132e-8,3.6415054855639844e-8,8.067412251324571e-8
RemainderInteger/ExMemory 54/ExMemory 865,1.609903831161062e-6,1.5921657635846723e-6,1.6332034640226695e-6,6.638984540782205e-8,4.846842091034139e-8,8.26072041602441e-8
RemainderInteger/ExMemory 54/ExMemory 1731,1.6234529058989113e-6,1.6027448613953153e-6,1.6567610975103333e-6,8.948395550354727e-8,6.803713597906334e-8,1.2976067846278293e-7
RemainderInteger/ExMemory 108/ExMemory 0,1.8419286753545212e-6,1.7883753248342423e-6,2.009989724347788e-6,3.2116166280127866e-7,9.534368527152137e-8,6.596612944327018e-7
RemainderInteger/ExMemory 108/ExMemory 0,1.789087525259345e-6,1.7645771131429164e-6,1.8346356928196993e-6,1.1144586690797795e-7,7.08461889969712e-8,1.8118613078966988e-7
