Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
AddInteger/ExMemory 27/ExMemory 13,1.6682383093707568e-6,1.617528581735344e-6,1.7224233623847713e-6,1.5817994623727126e-7,1.3870099789660254e-7,1.728996396893876e-7
AddInteger/ExMemory 27/ExMemory 27,1.5573513125729959e-6,1.543840430797115e-6,1.5856404388901362e-6,6.833123658258729e-8,3.865930389477862e-8,1.2107464218387038e-7
AddInteger/ExMemory 27/ExMemory 54,1.6446735259945322e-6,1.5857820513923477e-6,1.855620043440816e-6,3.475311995476422e-7,5.895126866954876e-8,7.279519727956184e-7
AddInteger/ExMemory 27/ExMemory 108,1.7060825642242798e-6,1.6514386277136295e-6,1.861361083425412e-6,3.1990229592456194e-7,6.438459271666492e-8,6.074806298792285e-7
AddInteger/ExMemory 27/ExMemory 216,1.7433506512483127e-6,1.732104672429044e-6,1.7665732067929477e-6,5.0811781935727314e-8,3.113874240296377e-8,7.435835358752276e-8
AddInteger/ExMemory 27/ExMemory 432,1.9256107573681076e-6,1.9113505939925247e-6,1.9524766843540908e-6,6.617675603832718e-8,3.430124618542293e-8,1.0181551432125281e-7
AddInteger/ExMemory 27/ExMemory 865,2.214406132068141e-6,2.1744812253790613e-6,2.2841910580922055e-6,1.7757495341138137e-7,1.0175213266404447e-7,3.1816635319333654e-7
AddInteger/ExMemory 27/ExMemory 1731,2.9944335746591734e-6,2.9645673938285335e-6,3.0438144562223185e-6,1.215801307675209e-7,7.205027691617436e-8,1.8087083337529135e-7
AddInteger/ExMemory 54/ExMemory 0,1.6613392411530534e-6,1.5904467625783137e-6,1.9599203082601273e-6,4.0785242528408627e-7,1.0695957462678944e-7,9.06056088711783e-7
AddInteger/ExMemory 54/ExMemory 0,1.5698611660643611e-6,1.5521689009710275e-6,1.5991203002892463e-6,7.596385207049516e-8,4.5239939930457226e-8,1.0685723416328204e-7
AddInteger/ExMemory 54/ExMemory 0,1.6386095981626733e-6,1.6036770003847573e-6,1.6983609228000534e-6,1.52445632362442e-7,1.202097490421659e-7,1.8161938987946673e-7
AddInteger/ExMemory 54/ExMemory 0,1.6814771064103064e-6,1.6064957728226195e-6,1.897069850205856e-6,3.837024325604838e-7,1.3927232260294162e-7,7.61307543464097e-7
AddInteger/ExMemory 54/ExMemory 0,1.5585714303430823e-6,1.5485670673279103e-6,1.5752681722359295e-6,4.333237625293998e-8,3.156928024790255e-8,6.216032414416807e-8
AddInteger/ExMemory 54/ExMemory 1,1.5825934403489217e-6,1.5663598899739069e-6,1.6009864026233921e-6,6.168674973429498e-8,3.6329104591504925e-8,8.353530838548245e-8
AddInteger/ExMemory 54/ExMemory 3,1.589566044717235e-6,1.5660013894317428e-6,1.6380585247792254e-6,9.896097596505874e-8,6.056804474152972e-8,1.5960289718948606e-7
AddInteger/ExMemory 54/ExMemory 6,1.6376387103607272e-6,1.5689130243352206e-6,1.8475379251659623e-6,4.2168145967977586e-7,3.3562090373893474e-8,8.117750675950269e-7
AddInteger/ExMemory 54/ExMemory 13,1.6322984558433056e-6,1.5754441465114692e-6,1.831619326099403e-6,3.4071830446317793e-7,5.3423560547187474e-8,7.175818700857026e-7
AddInteger/ExMemory 54/ExMemory 27,1.6836603115942512e-6,1.64237205798495e-6,1.7409421354967713e-6,1.684900965104133e-7,1.4396380385793392e-7,1.8680346043652445e-7
AddInteger/ExMemory 54/ExMemory 54,1.591208474558857e-6,1.5803508664647208e-6,1.6161693783494057e-6,5.0486466646692644e-8,2.4536356833729686e-8,9.100873373837677e-8
AddInteger/ExMemory 54/ExMemory 108,1.659884163568789e-6,1.64278378572807e-6,1.6978301283874188e-6,8.275645828526555e-8,4.65671012641962e-8,1.480578592538386e-7
AddInteger/ExMemory 54/ExMemory 216,1.7959576639158068e-6,1.7688200670756527e-6,1.8361229198955524e-6,1.0344902040843097e-7,8.125062882132521e-8,1.4055051712125345e-7
AddInteger/ExMemory 54/ExMemory 432,1.9255088225858356e-6,1.911388716140168e-6,1.9506696239543082e-6,6.292209443680945e-8,3.4803561604209196e-8,1.0501462697284475e-7
AddInteger/ExMemory 54/ExMemory 865,2.343162511371622e-6,2.2497264396630435e-6,2.667625329095955e-6,5.074451396997861e-7,1.5629741083472494e-7,1.1174748103828104e-6
AddInteger/ExMemory 54/ExMemory 1731,2.982303911981695e-6,2.957189903532219e-6,3.0419803047429148e-6,1.2659372571198382e-7,8.113071203687025e-8,2.22953107087954e-7
AddInteger/ExMemory 108/ExMemory 0,1.7078450189060284e-6,1.6602887008516225e-6,1.8603222403877291e-6,2.731265419244406e-7,1.3597138581838848e-7,4.737391824911321e-7
AddInteger/ExMemory 108/ExMemory 0,1.7290555442679713e-6,1.6566749002615531e-6,1.9046140802297473e-6,3.7280018042634384e-7,1.158728624485833e-7,7.509707942173318e-7
AddInteger/ExMemory 108/ExMemory 0,1.7246513059962933e-6,1.6540488996086984e-6,1.9539958385001935e-6,4.1056205181802145e-7,1.2759451611635757e-7,8.35720019484325e-7
AddInteger/ExMemory 108/ExMemory 0,1.6180778647408656e-6,1.6073794976094626e-6,1.6382438300079204e-6,4.730105664023624e-8,3.1662217632126443e-8,6.829315321991608e-8
AddInteger/ExMemory 108/ExMemory 0,1.627939845525925e-6,1.615468023222976e-6,1.6454390482907349e-6,4.747691004885805e-8,2.742965206281915e-8,7.162287376554832e-8
AddInteger/ExMemory 108/ExMemory 1,1.6426112315988732e-6,1.6298798906695757e-6,1.671917986598058e-6,6.441095081051288e-8,3.1257605465710246e-8,1.1112893648995024e-7
AddInteger/ExMemory 108/ExMemory 3,1.6809845118255726e-6,1.6288875876301357e-6,1.8723653431281866e-6,3.2148972351458067e-7,3.547549725934711e-8,6.811776232223439e-7
AddInteger/ExMemory 108/ExMemory 6,1.6943843154707193e-6,1.6318593151613184e-6,1.9300892606392447e-6,3.857276948139036e-7,4.1638848522747546e-8,8.167971943723772e-7
AddInteger/ExMemory 108/ExMemory 13,1.6455644979999394e-6,1.6274042733269884e-6,1.674627492182998e-6,8.003728751992376e-8,5.418696539452364e-8,1.2630891044852373e-7
AddInteger/ExMemory 108/ExMemory 27,1.671616713558467e-6,1.6293159038316136e-6,1.8348104169373363e-6,2.5394965822024063e-7,3.7786093573937705e-8,5.326332916118774e-7
AddInteger/ExMemory 108/ExMemory 54,1.731053780104791e-6,1.6685639279595432e-6,2.1014202810869523e-6,3.6458092042871826e-7,7.887695728369526e-8,9.241490808859902e-7
AddInteger/ExMemory 108/ExMemory 108,1.671657285696586e-6,1.6560372075190043e-6,1.699145316414939e-6,6.178511273434189e-8,4.276250410986291e-8,8.071676253819967e-8
AddInteger/ExMemory 108/ExMemory 216,1.8564404619329158e-6,1.8080731111687947e-6,1.906810482387099e-6,1.5295710583468243e-7,1.2269518791614146e-7,1.792188684313002e-7
AddInteger/ExMemory 108/ExMemory 432,1.946869446329929e-6,1.926566021255643e-6,1.9876109842788143e-6,9.223779823800968e-8,5.7070142837112815e-8,1.3731393492934965e-7
AddInteger/ExMemory 108/ExMemory 865,2.264429160803057e-6,2.1993616679209895e-6,2.4992542483777703e-6,3.7238223209023294e-7,1.0422543803747464e-7,7.61170160371994e-7
AddInteger/ExMemory 108/ExMemory 1731,3.2657792402883044e-6,3.1643773056530835e-6,3.440700402546602e-6,4.21500015307871e-7,3.4894761851663425e-7,4.95675954185141e-7
AddInteger/ExMemory 216/ExMemory 0,1.8631592883060422e-6,1.7779314905704388e-6,2.097824643524673e-6,4.838260030832523e-7,1.5654681384115675e-7,8.972530242608484e-7
AddInteger/ExMemory 216/ExMemory 0,1.7342421472390248e-6,1.7180741413712147e-6,1.7701636863723468e-6,6.995401254757342e-8,4.615378769737344e-8,1.0892224648025984e-7
AddInteger/ExMemory 216/ExMemory 0,1.7604154614591312e-6,1.7309781060309248e-6,1.8036184866245296e-6,1.1149797416787919e-7,7.376604054064842e-8,1.4816891893462942e-7
AddInteger/ExMemory 216/ExMemory 0,1.7826548656195993e-6,1.7432986946499278e-6,1.837083972466632e-6,1.5882236206648923e-7,1.0996424560293439e-7,2.1182588700394542e-7
AddInteger/ExMemory 216/ExMemory 0,1.7943843092559993e-6,1.7341214074776523e-6,2.0135550986216363e-6,3.709515892168495e-7,7.324990010528403e-8,7.777519887101506e-7
AddInteger/ExMemory 216/ExMemory 1,1.737319753041862e-6,1.7228566094308938e-6,1.7618934012053256e-6,6.185749820218297e-8,3.65284347325748e-8,1.0028040407822323e-7
AddInteger/ExMemory 216/ExMemory 3,1.7266449502959687e-6,1.7166045463452858e-6,1.7411331547517732e-6,3.8188934873074457e-8,2.741705883150334e-8,5.7476898080383155e-8
AddInteger/ExMemory 216/ExMemory 6,1.733688891885651e-6,1.7252569910398673e-6,1.7488265185899575e-6,3.868211632227494e-8,2.7130717264803595e-8,6.60081928538512e-8
AddInteger/ExMemory 216/ExMemory 13,1.809070975844983e-6,1.7450532337664122e-6,2.110888584940251e-6,3.9706393238798175e-7,5.224848284542232e-8,9.04677591465663e-7
AddInteger/ExMemory 216/ExMemory 27,1.8168361154808387e-6,1.7518493242509353e-6,2.1235065101166193e-6,3.874908918181171e-7,6.559362927080419e-8,8.744731674514504e-7
AddInteger/ExMemory 216/ExMemory 54,1.765941443874573e-6,1.7521445766220267e-6,1.7931487944417683e-6,6.595243662081995e-8,3.855759708762337e-8,1.0593667964398428e-7
AddInteger/ExMemory 216/ExMemory 108,1.7664798940592437e-6,1.7545191988447882e-6,1.7973791564189896e-6,6.004609669917779e-8,2.6923506025866565e-8,1.1598474841466227e-7
AddInteger/ExMemory 216/ExMemory 216,1.779933706981274e-6,1.7630937512669513e-6,1.8111938014961582e-6,7.652870064825417e-8,4.476277597469238e-8,1.260650769673415e-7
AddInteger/ExMemory 216/ExMemory 432,2.0822704755882077e-6,2.00787596619416e-6,2.288359564509166e-6,4.3222761920858456e-7,9.794817177663475e-8,8.151992448298933e-7
AddInteger/ExMemory 216/ExMemory 865,2.310106138651795e-6,2.2474601045298638e-6,2.540939068684234e-6,3.728910367358015e-7,4.9695561179691653e-8,7.866774484881721e-7
AddInteger/ExMemory 216/ExMemory 1731,3.018985197836983e-6,3.001953173823552e-6,3.070566208750288e-6,9.170724901537187e-8,6.225849947873987e-8,1.5449839943278887e-7
AddInteger/ExMemory 432/ExMemory 0,1.909012833080606e-6,1.8967257579924108e-6,1.925943702444699e-6,5.010852356154843e-8,3.003810058293018e-8,7.203305068137648e-8
AddInteger/ExMemory 432/ExMemory 0,2.1293808037335494e-6,2.062007181564084e-6,2.26819813308346e-6,3.1115952173790117e-7,1.9925526181845013e-7,5.249911346361857e-7
AddInteger/ExMemory 432/ExMemory 0,2.0513361218178537e-6,1.9908148830158594e-6,2.1330683339880438e-6,2.3538241968874077e-7,1.9788744544343634e-7,2.6953033562577757e-7
AddInteger/ExMemory 432/ExMemory 0,1.899330281665956e-6,1.8866517967193926e-6,1.91978798711994e-6,5.245802344219373e-8,3.4814633218906596e-8,7.960049861588535e-8
AddInteger/ExMemory 432/ExMemory 0,1.9422568846707445e-6,1.9142052060859745e-6,1.9881991845295945e-6,1.1663881172704238e-7,7.175373093826771e-8,1.7332361486459782e-7
AddInteger/ExMemory 432/ExMemory 1,1.950738544901395e-6,1.9191125613435834e-6,2.0481613387444055e-6,1.7488500689207283e-7,6.85130075736368e-8,3.465764937055324e-7
AddInteger/ExMemory 432/ExMemory 3,2.0102992574840393e-6,1.959121623653102e-6,2.0861060781673683e-6,2.0594006934811147e-7,1.5225731165387023e-7,2.5090767287688095e-7
AddInteger/ExMemory 432/ExMemory 6,1.9275829204538465e-6,1.9075928820006967e-6,1.9802879078147057e-6,1.0342711413003523e-7,3.4017052925964145e-8,2.0727476226418464e-7
AddInteger/ExMemory 432/ExMemory 13,1.928855281235796e-6,1.909932308578136e-6,1.958010632886874e-6,7.731311429576179e-8,4.913355453305081e-8,1.1582180604926704e-7
AddInteger/ExMemory 432/ExMemory 27,1.9380779155595624e-6,1.921652918047665e-6,1.9721909684623294e-6,8.460975432470495e-8,4.34459324239619e-8,1.5468835610113307e-7
AddInteger/ExMemory 432/ExMemory 54,2.3724606782940827e-6,2.1302996206691934e-6,3.1765536631491544e-6,1.4749365621119368e-6,2.811668669891437e-7,3.1095062625669324e-6
AddInteger/ExMemory 432/ExMemory 108,2.043606144649499e-6,1.94976791434546e-6,2.382473196196677e-6,5.617591599035862e-7,6.866639063491517e-8,1.183955678401544e-6
AddInteger/ExMemory 432/ExMemory 216,2.1379823306176994e-6,2.092181854911831e-6,2.192429900994845e-6,1.8689276660650836e-7,1.6288867854119518e-7,2.166556889807938e-7
AddInteger/ExMemory 432/ExMemory 432,2.0556750932998508e-6,2.0161634143890057e-6,2.150191877000058e-6,1.973167348632498e-7,9.051347149772331e-8,3.428069631652159e-7
AddInteger/ExMemory 432/ExMemory 865,2.375371397771273e-6,2.3117415536466975e-6,2.6667642937575935e-6,3.863662504538407e-7,1.3247028099170006e-7,8.354079072282091e-7
AddInteger/ExMemory 432/ExMemory 1731,3.2482009507210685e-6,3.1276757677725605e-6,3.696125927265484e-6,7.233846672949019e-7,1.0596830946489482e-7,1.520532964464516e-6
AddInteger/ExMemory 865/ExMemory 0,2.1905400546195943e-6,2.181271923407369e-6,2.2041231579124737e-6,3.66268157906851e-8,2.261583270301594e-8,5.763923122328349e-8
AddInteger/ExMemory 865/ExMemory 0,2.236758433244154e-6,2.2041453224198074e-6,2.29117894192754e-6,1.4973837242500674e-7,1.017929240678818e-7,2.2395401939778873e-7
AddInteger/ExMemory 865/ExMemory 0,2.2286855753261384e-6,2.1728355174655024e-6,2.4578448258226908e-6,3.537777313877509e-7,6.404696347220889e-8,7.41612462315194e-7
AddInteger/ExMemory 865/ExMemory 0,2.2032323250003877e-6,2.1881269683280693e-6,2.2240162295883602e-6,5.832318918519246e-8,4.3484318951550556e-8,7.770270918480481e-8
AddInteger/ExMemory 865/ExMemory 0,2.261157547789033e-6,2.180102904600351e-6,2.56579872008772e-6,5.1009931318564e-7,8.59788364043741e-8,1.0747814897509129e-6
AddInteger/ExMemory 865/ExMemory 1,2.2021705214171052e-6,2.187023449462396e-6,2.2327803892644834e-6,6.607806474055265e-8,4.1663844227837356e-8,1.0137678050742766e-7
AddInteger/ExMemory 865/ExMemory 3,2.1768608489540976e-6,2.150548838090552e-6,2.2580691194831878e-6,1.4184006188717192e-7,6.654722857844214e-8,2.646345500156952e-7
AddInteger/ExMemory 865/ExMemory 6,2.2432002817438025e-6,2.182488135715177e-6,2.424246001765027e-6,3.611603445157441e-7,6.260533303282704e-8,6.861337467238732e-7
AddInteger/ExMemory 865/ExMemory 13,2.2609600512766855e-6,2.2130302833267405e-6,2.330525734437561e-6,1.969497739420026e-7,1.4901564566683884e-7,2.5180139067493595e-7
AddInteger/ExMemory 865/ExMemory 27,2.2338604817506525e-6,2.202127319996052e-6,2.2810005938333663e-6,1.1918238774824434e-7,7.841913834414865e-8,1.7340176077724782e-7
AddInteger/ExMemory 865/ExMemory 54,2.2645869950228333e-6,2.175400597588368e-6,2.6084986668046823e-6,5.466481804479417e-7,6.062860201662979e-8,1.1619523020163484e-6
AddInteger/ExMemory 865/ExMemory 108,2.283785195269891e-6,2.2005095996640486e-6,2.517077110119738e-6,4.7229946020675716e-7,1.0761406723605387e-7,9.804792277803142e-7
AddInteger/ExMemory 865/ExMemory 216,2.2223600641515707e-6,2.2090170595065093e-6,2.2465851337583194e-6,6.008258549945778e-8,4.085785508363624e-8,9.177236071182202e-8
AddInteger/ExMemory 865/ExMemory 432,2.2960512888315554e-6,2.2841979740142007e-6,2.3241883932587023e-6,6.20395811087387e-8,3.692632464173476e-8,1.1125950317440953e-7
AddInteger/ExMemory 865/ExMemory 865,2.4089655611231904e-6,2.326900640191881e-6,2.6341312508468377e-6,4.836542503296074e-7,5.395798563652534e-8,9.22071168859322e-7
AddInteger/ExMemory 865/ExMemory 1731,3.3360915676480633e-6,3.275875898474507e-6,3.4607831945499728e-6,2.7675569964587455e-7,1.8053893733740677e-7,3.9759371339219497e-7
AddInteger/ExMemory 1731/ExMemory 0,3.092208388181661e-6,2.977281283566005e-6,3.587972234636693e-6,6.903946038618765e-7,9.555902303902217e-8,1.5734894199303104e-6
AddInteger/ExMemory 1731/ExMemory 0,3.0013960741216747e-6,2.961629510650518e-6,3.1100337142814144e-6,1.9010736794982786e-7,8.827317012494335e-8,3.518160297846074e-7
AddInteger/ExMemory 1731/ExMemory 0,2.9638639293169454e-6,2.9407358874890166e-6,3.0156625607123538e-6,1.1063902482345676e-7,5.674676003820748e-8,2.262009123249337e-7
AddInteger/ExMemory 1731/ExMemory 0,3.3018860627867646e-6,3.1623157664035803e-6,3.640022926196368e-6,7.477349617240907e-7,4.241692532422059e-7,1.3694422308920301e-6
AddInteger/ExMemory 1731/ExMemory 0,3.060955231969682e-6,2.959117070562593e-6,3.444992512592935e-6,6.141431972987192e-7,1.5455761575142406e-7,1.269354517360373e-6
AddInteger/ExMemory 1731/ExMemory 1,3.1052105928879745e-6,2.986967181607311e-6,3.5196686720859012e-6,6.719148794335768e-7,1.867591278987689e-7,1.3630221538850466e-6
AddInteger/ExMemory 1731/ExMemory 3,2.9670274845911505e-6,2.9396777129216523e-6,3.025068481400489e-6,1.2990042765040892e-7,5.536941003099331e-8,2.5183161938820086e-7
AddInteger/ExMemory 1731/ExMemory 6,2.9777216022191614e-6,2.9445609446933476e-6,3.0447202639992835e-6,1.6655122033973528e-7,7.472836463081171e-8,2.8443894656871196e-7
AddInteger/ExMemory 1731/ExMemory 13,3.1920823717793148e-6,3.093778784210677e-6,3.448998289622704e-6,5.282741521089544e-7,2.2405369731093718e-7,1.023550626237248e-6
AddInteger/ExMemory 1731/ExMemory 27,2.99941192498102e-6,2.969636776708858e-6,3.0770526041880745e-6,1.5222322604116122e-7,7.494198168381492e-8,3.0401878473959283e-7
AddInteger/ExMemory 1731/ExMemory 54,3.1478921337278128e-6,3.012797508997659e-6,3.6322086947222977e-6,8.255199132773977e-7,1.2365714397684365e-7,1.7403030026100837e-6
AddInteger/ExMemory 1731/ExMemory 108,3.014687866566538e-6,2.9897207391278976e-6,3.0697728213491684e-6,1.233150181366726e-7,6.76427067956068e-8,2.090745075370513e-7
AddInteger/ExMemory 1731/ExMemory 216,3.0477119988374252e-6,3.0258962306138365e-6,3.083788869299235e-6,9.311657756076027e-8,5.575641668882166e-8,1.3166052231111067e-7
AddInteger/ExMemory 1731/ExMemory 432,3.3852457939656377e-6,3.2406333500380343e-6,3.7669013318177334e-6,7.775519713398473e-7,2.1627806761094295e-7,1.5941743199144214e-6
AddInteger/ExMemory 1731/ExMemory 865,3.4090912010948595e-6,3.3176558140300375e-6,3.5478802313723077e-6,3.7411448051873177e-7,2.6719377614482986e-7,4.924499425807538e-7
AddInteger/ExMemory 1731/ExMemory 1731,3.511256127426609e-6,3.3678158570079574e-6,4.07377542056237e-6,8.15395963817366e-7,2.0765269960761546e-7,1.8154479985233248e-6
SubtractInteger/ExMemory 0/ExMemory 0,1.4634575259740072e-6,1.450231279462949e-6,1.4838472561695855e-6,5.516748097479776e-8,3.7020257601868375e-8,7.73618164014246e-8
SubtractInteger/ExMemory 0/ExMemory 0,1.471091893602353e-6,1.4544422811151522e-6,1.4999177313157538e-6,7.469959389354539e-8,3.585031577683341e-8,1.2747017091787584e-7
SubtractInteger/ExMemory 0/ExMemory 0,1.5505684435034336e-6,1.5091419130500285e-6,1.5956334712404769e-6,1.5419577608547089e-7,1.2781288426215388e-7,1.7780923262296602e-7
SubtractInteger/ExMemory 0/ExMemory 0,1.4539641424061077e-6,1.4444453740658826e-6,1.4689330096968182e-6,3.9428746698758527e-8,2.1949721933155854e-8,6.492176495667021e-8
SubtractInteger/ExMemory 0/ExMemory 0,1.5699585745825735e-6,1.5109559343262102e-6,1.7600018360511157e-6,3.1837010035989006e-7,1.1575949659600467e-7,6.320248126941298e-7
SubtractInteger/ExMemory 0/ExMemory 1,1.5207747720513284e-6,1.5091406140441897e-6,1.5391622754740827e-6,5.5872358236638586e-8,2.9875419612848195e-8,9.395216183376544e-8
SubtractInteger/ExMemory 0/ExMemory 3,1.5285625755994058e-6,1.5100092020395144e-6,1.5589158269803386e-6,7.92587558850149e-8,4.956264720744317e-8,1.2309516871407927e-7
SubtractInteger/ExMemory 0/ExMemory 6,1.590729480777045e-6,1.531566648124635e-6,1.7682806655379647e-6,3.258325249044619e-7,7.764023240023524e-8,6.74097642454727e-7
SubtractInteger/ExMemory 0/ExMemory 13,1.5939490162604167e-6,1.5627512469955175e-6,1.6404070404899642e-6,1.308379723217309e-7,9.758533793638008e-8,1.5906505206441607e-7
SubtractInteger/ExMemory 0/ExMemory 27,1.5805666540654842e-6,1.5389442345766756e-6,1.6993628310985158e-6,2.4982251100482634e-7,4.1437178837336603e-8,4.7173425393782246e-7
SubtractInteger/ExMemory 0/ExMemory 54,1.5570388160825998e-6,1.5459643998195845e-6,1.5817300608389584e-6,4.828684848426475e-8,2.2817964623616825e-8,7.992558359249679e-8
SubtractInteger/ExMemory 0/ExMemory 108,1.623152651960656e-6,1.6081586443287286e-6,1.6598511016707459e-6,6.762836112264013e-8,4.028813359628595e-8,1.158851277535955e-7
SubtractInteger/ExMemory 0/ExMemory 216,1.7325598335932911e-6,1.7144368220815322e-6,1.7601289068865222e-6,7.412310566939639e-8,4.8223984994363764e-8,1.0511339660467082e-7
SubtractInteger/ExMemory 0/ExMemory 432,1.980988400267798e-6,1.913176211813824e-6,2.171638789669469e-6,3.8743911264649873e-7,4.156598726269903e-8,8.126517468279709e-7
SubtractInteger/ExMemory 0/ExMemory 865,2.2287366435617256e-6,2.1658141471186522e-6,2.4501130516861925e-6,3.6371124005773966e-7,7.461155145379009e-8,7.569137479618521e-7
SubtractInteger/ExMemory 0/ExMemory 1731,2.9429809739724077e-6,2.917841522797869e-6,2.9780466354353592e-6,1.0281909430701385e-7,6.572341241378805e-8,1.569810226056246e-7
SubtractInteger/ExMemory 0/ExMemory 0,1.5095552110701654e-6,1.483836286414501e-6,1.5301418054280044e-6,7.985944067892361e-8,6.43615049063056e-8,8.811891847102188e-8
